date,country_name,country_id,traffic_source,channel_display_name,channel_id,watch_time_minutes,views,average_view_duration
2016-08-14,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,2.0
2016-08-14,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.8
2016-08-15,Austria,AT,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-15,Australia,AU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-15,Brazil,BR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-15,Canada,CA,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,4.8
2016-08-15,Czechia,CZ,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.2
2016-08-15,Algeria,DZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.2
2016-08-15,Spain,ES,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-15,United Kingdom,GB,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.3
2016-08-15,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-15,United Kingdom,GB,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.3
2016-08-15,Israel,IL,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-15,Israel,IL,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.2
2016-08-15,India,IN,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-15,Italy,IT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-15,Latvia,LV,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,2.2
2016-08-15,Morocco,MA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-15,Malaysia,MY,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-15,Netherlands,NL,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.1
2016-08-15,Netherlands,NL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,1.9
2016-08-15,Portugal,PT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-15,Serbia,RS,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.3
2016-08-15,Serbia,RS,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.8
2016-08-15,Serbia,RS,Notifications,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.8
2016-08-15,Saudi Arabia,SA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.8
2016-08-15,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,13,7,1.8
2016-08-15,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,2,0.5
2016-08-15,South Africa,ZA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.5
2016-08-15,South Africa,ZA,Notifications,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,5.0
2016-08-16,United Arab Emirates,AE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.6
2016-08-16,Argentina,AR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,2,0.2
2016-08-16,Australia,AU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.8
2016-08-16,Bangladesh,BD,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.2
2016-08-16,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.6
2016-08-16,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-16,Spain,ES,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.1
2016-08-16,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,3,0.3
2016-08-16,Croatia,HR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.5
2016-08-16,Indonesia,ID,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-16,Poland,PL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.7
2016-08-16,Poland,PL,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.4
2016-08-16,Sweden,SE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.3
2016-08-16,Slovakia,SK,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-16,Ukraine,UA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-16,United States,US,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
2016-08-16,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,4,1.6
2016-08-16,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,7,3,2.4
2016-08-16,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-16,South Africa,ZA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,9,2,4.4
2016-08-17,Austria,AT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-17,Australia,AU,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.8
2016-08-17,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,19,5,3.8
2016-08-17,Czechia,CZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-17,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,2,0.3
2016-08-17,Indonesia,ID,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.7
2016-08-17,Ireland,IE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-17,Netherlands,NL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.3
2016-08-17,Saudi Arabia,SA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.6
2016-08-17,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,7,6,1.1
2016-08-17,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,10,3,3.2
2016-08-17,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.7
2016-08-17,United States,US,Notifications,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.0
2016-08-18,Australia,AU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,5.4
2016-08-18,Australia,AU,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.1
2016-08-18,Belgium,BE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-18,Brazil,BR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,2,0.9
2016-08-18,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,8,1,8.4
2016-08-18,Czechia,CZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-18,Germany,DE,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-18,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-18,Germany,DE,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-18,Denmark,DK,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-18,Algeria,DZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.6
2016-08-18,Hong Kong,HK,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,4,0.3
2016-08-18,Hong Kong,HK,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.3
2016-08-18,Hong Kong,HK,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.4
2016-08-18,Singapore,SG,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.0
2016-08-18,Ukraine,UA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.8
2016-08-18,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,2,0.2
2016-08-18,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,15,8,1.8
2016-08-18,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.5
2016-08-18,United States,US,Other YouTube features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,2,0.2
2016-08-18,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,3,0.9
2016-08-19,Australia,AU,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-19,Australia,AU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.0
2016-08-19,Bulgaria,BG,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
2016-08-19,Canada,CA,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,13,2,6.5
2016-08-19,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.2
2016-08-19,Switzerland,CH,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,4.6
2016-08-19,Costa Rica,CR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.6
2016-08-19,Czechia,CZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-19,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.4
2016-08-19,Spain,ES,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,4.6
2016-08-19,United Kingdom,GB,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,3,0.4
2016-08-19,Hungary,HU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.6
2016-08-19,Ireland,IE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-19,Lebanon,LB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-19,Mexico,MX,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
2016-08-19,Poland,PL,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-19,United States,US,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,2,1.3
2016-08-19,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,8,11,0.8
2016-08-19,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,15,7,2.1
2016-08-19,United States,US,Other YouTube features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,2.2
2016-08-19,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,7,5,1.3
2016-08-19,United States,US,Notifications,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-19,United States,US,Playlist page,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.6
2016-08-19,Uruguay,UY,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-19,South Africa,ZA,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-20,Canada,CA,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-20,Germany,DE,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.4
2016-08-20,France,FR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.1
2016-08-20,France,FR,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.9
2016-08-20,United Kingdom,GB,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.5
2016-08-20,United Kingdom,GB,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-20,India,IN,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-20,India,IN,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
2016-08-20,Italy,IT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-20,Netherlands,NL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.6
2016-08-20,Norway,NO,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.4
2016-08-20,Philippines,PH,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.9
2016-08-20,Poland,PL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.8
2016-08-20,Sweden,SE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,5.3
2016-08-20,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,6,1.0
2016-08-20,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,2,0.1
2016-08-20,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,5,1.1
2016-08-20,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,2,1.1
2016-08-20,United States,US,Notifications,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.6
2016-08-21,Argentina,AR,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-21,Argentina,AR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-21,Brazil,BR,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.4
2016-08-21,Canada,CA,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,1,6.3
2016-08-21,Canada,CA,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,18,4,4.6
2016-08-21,Germany,DE,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.7
2016-08-21,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-21,United Kingdom,GB,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-21,Indonesia,ID,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.8
2016-08-21,Iraq,IQ,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-21,Italy,IT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,2,0.3
2016-08-21,Morocco,MA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.5
2016-08-21,Netherlands,NL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-21,New Zealand,NZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.0
2016-08-21,Philippines,PH,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,11,2,5.3
2016-08-21,Saudi Arabia,SA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.0
2016-08-21,United States,US,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.5
2016-08-21,United States,US,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,10,3,3.4
2016-08-21,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,18,8,2.2
2016-08-21,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-21,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.3
2016-08-21,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,1,5.8
2016-08-22,Belgium,BE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.6
2016-08-22,Canada,CA,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,2.4
2016-08-22,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-22,Czechia,CZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-22,Denmark,DK,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.1
2016-08-22,Denmark,DK,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-22,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-22,Italy,IT,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-22,South Korea,KR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.9
2016-08-22,Mexico,MX,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.3
2016-08-22,Netherlands,NL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-22,New Zealand,NZ,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,2,0.1
2016-08-22,Romania,RO,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.8
2016-08-22,Sweden,SE,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,2.7
2016-08-22,Singapore,SG,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.7
2016-08-22,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,7,10,0.7
2016-08-22,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
2016-08-22,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,13,3,4.2
2016-08-22,United States,US,Other YouTube features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-22,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,1,4.9
2016-08-23,Bulgaria,BG,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-23,Brazil,BR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-23,Canada,CA,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,10,4,2.4
2016-08-23,Canada,CA,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.3
2016-08-23,Switzerland,CH,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.6
2016-08-23,Colombia,CO,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-23,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.4
2016-08-23,Germany,DE,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,1.9
2016-08-23,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.7
2016-08-23,Indonesia,ID,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-23,Indonesia,ID,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,2,1,1.8
2016-08-23,India,IN,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,1,3.0
2016-08-23,Jordan,JO,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-23,Norway,NO,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.8
2016-08-23,Poland,PL,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.9
2016-08-23,Poland,PL,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.4
2016-08-23,Russia,RU,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-23,Saudi Arabia,SA,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,6,1,5.7
2016-08-23,Slovakia,SK,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.7
2016-08-23,Turkey,TR,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.9
2016-08-23,United States,US,Direct or unknown,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,2,1.8
2016-08-23,United States,US,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,3,0.4
2016-08-23,United States,US,Channel pages,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,13,9,1.5
2016-08-23,United States,US,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,9,3,2.9
2016-08-23,United States,US,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,21,8,2.6
2016-08-23,United States,US,External,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,3,2,1.6
2016-08-24,Australia,AU,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,4.5
2016-08-24,Australia,AU,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.2
2016-08-24,Brunei,BN,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.7
2016-08-24,Brazil,BR,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-24,Canada,CA,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,0,1,0.1
2016-08-24,Germany,DE,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.8
2016-08-24,United Kingdom,GB,Browse features,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-24,United Kingdom,GB,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,5,2,2.3
2016-08-24,Indonesia,ID,Suggested videos,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,4,1,3.6
2016-08-24,India,IN,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,1.1
2016-08-24,Mexico,MX,YouTube search,Louis Weisz,OMrUmOTPD_AnSivjxptxpA,1,1,0.5
